 100.0 100.0
 100.0 99.52
 100.0 98.96
 100.0 98.56
 100.0 98.16
 100.0 97.92
 100.0 97.12
 100.0 96.56
 100.0 95.52
 100.0 94.88
 100.0 94.0
 100.0 93.6
 100.0 93.28
 100.0 92.72
 100.0 92.32
 100.0 91.76
 99.44 91.2
 98.72 90.24
 98.56 89.28
 98.56 88.56
 98.56 87.04
 98.56 86.24
 98.48 85.44
 98.48 84.56
 98.4 83.6
 98.4 83.12
 98.4 82.72
 98.4 82.08
 98.32 81.52
 98.32 80.24
 98.08 79.84
 97.92 78.72
 97.84 77.76
 97.6 76.48
 97.52 75.68
 97.12 75.2
 96.96 73.76
 96.72 72.48
 95.6 71.52
 95.36 70.48
 94.96 69.52
 94.72 68.56
 94.32 67.52
 93.92 66.32
 93.84 65.68
 93.6 64.08
 93.28 63.12
 93.04 61.76
 92.8 60.16
 92.56 58.32
 92.16 56.64
 91.36 54.72
 90.8 52.64
 89.28 50.48
 88.16 48.72
 87.76 46.8
 87.28 45.6
 86.96 43.68
 86.8 41.28
 86.4 39.92
 85.92 37.6
 85.68 35.52
 85.36 33.44
 84.88 30.56
 84.0 28.16
 83.36 25.52
 82.8 23.44
 82.08 20.88
 81.52 18.56
 80.72 16.72
 80.4 15.04
 79.6 12.08
 78.56 10.88
 77.92 9.12
 75.84 7.68
 74.48 6.4
 73.2 5.76
 71.44 4.64
 69.2 3.28
 67.52 2.4
 66.16 1.68
 64.72 1.44
 63.44 0.96
 61.92 0.72
 60.56 0.72
 58.24 0.48
 56.4 0.4
 53.92 0.4
 50.64 0.24
 47.84 0.08
 46.08 0.0
 42.96 0.0
 38.08 0.0
 30.64 0.0
 28.64 0.0
 18.0 0.0
 16.4 0.0
 12.64 0.0
 9.6 0.0
 3.6 0.0
 0.0 0.0
