 100.0 100.0
 100.0 99.84
 100.0 99.6
 100.0 99.36
 100.0 99.12
 100.0 98.8
 100.0 98.08
 100.0 97.84
 100.0 97.28
 100.0 96.88
 100.0 96.48
 100.0 96.4
 100.0 95.92
 100.0 95.44
 100.0 95.04
 100.0 94.4
 99.92 94.24
 99.92 93.6
 99.84 93.04
 99.76 92.16
 99.52 91.36
 99.52 90.96
 99.52 90.48
 99.52 89.76
 99.52 89.36
 99.52 88.96
 99.52 88.24
 99.52 87.28
 99.44 86.56
 99.44 86.0
 99.44 85.36
 99.2 84.72
 99.2 84.0
 99.04 83.04
 99.04 82.24
 98.88 81.6
 98.88 80.96
 98.8 80.48
 98.72 79.84
 98.64 78.8
 98.4 78.08
 97.68 77.36
 96.56 76.4
 95.84 75.44
 95.68 74.4
 95.52 73.6
 94.96 73.04
 94.88 71.76
 94.8 70.72
 94.48 69.28
 94.24 67.68
 94.08 66.24
 93.68 65.12
 93.2 63.6
 92.48 62.16
 92.16 60.16
 91.76 58.16
 91.36 56.64
 91.28 55.04
 91.28 52.56
 90.72 50.24
 90.4 48.4
 89.84 46.0
 87.52 44.32
 86.08 41.92
 85.6 39.36
 85.04 37.12
 84.32 34.8
 84.16 33.04
 83.92 31.2
 83.68 29.12
 82.96 26.8
 82.48 25.36
 81.92 23.28
 81.36 21.6
 81.28 19.76
 81.2 18.08
 80.72 16.24
 79.52 12.96
 78.96 9.44
 76.96 7.28
 75.28 6.48
 73.04 4.88
 72.16 3.6
 71.44 2.88
 69.76 2.24
 68.48 1.84
 67.04 1.36
 65.36 0.96
 64.0 0.64
 62.72 0.48
 60.48 0.32
 58.24 0.16
 55.68 0.08
 52.72 0.0
 48.16 0.0
 44.48 0.0
 39.28 0.0
 32.8 0.0
 18.08 0.0
 0.0 0.0
