 100.0 100.0
 100.0 99.12
 100.0 98.8
 100.0 98.32
 100.0 97.76
 100.0 97.28
 100.0 96.88
 100.0 96.4
 100.0 95.92
 100.0 95.76
 99.92 95.52
 99.92 95.12
 99.92 94.48
 99.92 94.0
 99.92 93.2
 99.84 92.16
 99.84 91.12
 99.84 90.16
 99.84 89.2
 99.84 88.32
 99.84 86.96
 99.84 85.76
 99.76 84.48
 99.76 83.36
 99.76 82.48
 99.76 81.12
 99.76 80.0
 99.76 78.48
 99.76 77.12
 99.76 75.68
 99.6 74.32
 99.52 72.0
 99.44 70.4
 99.44 69.28
 99.44 67.68
 99.36 66.16
 99.36 65.28
 99.36 63.76
 99.2 62.56
 99.12 61.6
 98.96 60.24
 98.96 58.56
 98.88 56.72
 98.8 55.44
 98.64 53.76
 98.56 52.4
 98.56 51.12
 98.48 49.6
 98.32 48.4
 98.24 46.24
 98.24 43.76
 98.08 42.0
 98.0 39.76
 97.84 37.36
 97.68 35.44
 97.44 33.92
 97.2 32.08
 97.12 30.0
 96.88 28.56
 96.8 27.2
 96.64 25.04
 96.4 22.32
 95.36 20.08
 94.08 17.6
 93.2 16.08
 91.84 14.56
 90.56 12.32
 88.56 10.8
 86.4 9.44
 83.92 8.16
 80.8 7.04
 77.76 5.6
 74.88 5.04
 71.2 4.16
 68.88 3.6
 66.8 3.2
 63.92 2.48
 60.96 1.92
 57.28 1.68
 55.2 1.12
 53.04 1.04
 50.56 0.8
 47.68 0.8
 44.96 0.72
 42.4 0.64
 40.08 0.48
 36.32 0.48
 32.24 0.4
 29.04 0.4
 25.6 0.4
 21.12 0.4
 18.32 0.24
 14.0 0.24
 10.0 0.24
 7.84 0.24
 5.28 0.0
 4.0 0.0
 3.2 0.0
 3.04 0.0
 2.32 0.0
 0.0 0.0
